Player_Name,Nation,Pos,Team,League,M_played,Starting_11,Minutes_Played,Goals,Assists,Goals_Assists,Goals_non_Penalty,Penalty_Goals,Yellow_Cards,Red_Cards
Keinan Davis,ENG,FW,Udinese,it_serie_a,16,6,699,2,1,3,2,0,2,0
Leif Davis,ENG,DF,Ipswich Town,eng_premier_league,27,27,2371,1,2,3,1,0,5,0
Zuriko Davitashvili,GEO,"FW,MF",Saint-Étienne,fr_ligue_1,24,23,2027,7,4,11,5,2,1,0
Paweł Dawidowicz,POL,DF,Hellas Verona,it_serie_a,19,17,1285,0,0,0,0,0,5,1
Craig Dawson,ENG,DF,Wolves,eng_premier_league,15,10,971,0,0,0,0,0,2,0
Kevin De Bruyne,BEL,MF,Manchester City,eng_premier_league,19,12,1098,2,6,8,2,0,2,0
Charles De Ketelaere,BEL,"MF,FW",Atalanta,it_serie_a,27,21,1666,5,5,10,5,0,1,0
Rodrigo De Paul,ARG,MF,Atlético Madrid,es_la_liga,25,16,1496,3,3,6,3,0,6,0
Théo De Percin,MTQ,GK,Auxerre,fr_ligue_1,2,2,180,0,0,0,0,0,0,0
Mattia De Sciglio,ITA,DF,Empoli,it_serie_a,15,7,764,1,0,1,1,0,0,0
Lorenzo De Silvestri,ITA,DF,Bologna,it_serie_a,14,10,768,1,0,1,1,0,1,0
Thibault De Smet,BEL,DF,Reims,fr_ligue_1,5,2,192,0,0,0,0,0,0,0
Koni De Winter,BEL,DF,Genoa,it_serie_a,16,15,1359,3,0,3,3,0,5,0
Amar Dedić,BIH,"DF,FW",Marseille,fr_ligue_1,5,1,148,0,1,1,0,0,0,0
Alessandro Deiola,ITA,MF,Cagliari,it_serie_a,21,12,1048,0,1,1,0,0,4,0
Romain Del Castillo,FRA,FW,Brest,fr_ligue_1,18,12,1024,5,3,8,2,3,0,0
Enrico Del Prato,ITA,DF,Parma,it_serie_a,24,22,2047,4,0,4,4,0,5,0
Liam Delap,ENG,FW,Ipswich Town,eng_premier_league,27,26,2094,10,2,12,8,2,8,0
Fisayo Dele-Bashiru,NGA,"MF,FW",Lazio,it_serie_a,16,9,709,3,0,3,3,0,0,0
Andy Delort,ALG,FW,Montpellier,fr_ligue_1,6,6,428,0,0,0,0,0,1,0
Olivier Deman,BEL,DF,Werder Bremen,de_bundesliga,9,0,67,0,0,0,0,0,1,0
Ali Dembélé,FRA,DF,Torino,it_serie_a,10,1,124,0,0,0,0,0,4,1
Ousmane Dembélé,FRA,FW,Paris S-G,fr_ligue_1,23,16,1394,20,5,25,19,1,1,0
Ermedin Demirović,BIH,FW,Stuttgart,de_bundesliga,25,14,1293,9,0,9,9,0,2,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Sepp van den Berg,NED,DF,Brentford,eng_premier_league,21,20,1757,0,0,0,0,0,1,0
Arthur Desmas,FRA,GK,Le Havre,fr_ligue_1,17,17,1530,0,0,0,0,0,2,0
Justin Devenny,NIR,MF,Crystal Palace,eng_premier_league,14,3,318,1,0,1,1,0,0,0
Kiernan Dewsbury-Hall,ENG,MF,Chelsea,eng_premier_league,8,1,184,0,1,1,0,0,0,0
Michele Di Gregorio,ITA,GK,Juventus,it_serie_a,23,23,2070,0,0,0,0,0,0,0
Giovanni Di Lorenzo,ITA,DF,Napoli,it_serie_a,28,28,2520,3,1,4,3,0,4,0
Boulaye Dia,SEN,"MF,FW",Lazio,it_serie_a,25,19,1551,7,3,10,7,0,2,0
Mouctar Diakhaby,GUI,DF,Valencia,es_la_liga,4,1,76,1,0,1,1,0,0,0
Mamadou Diakhon,FRA,"FW,MF",Reims,fr_ligue_1,21,3,567,1,0,1,1,0,2,0
Bafodé Diakité,FRA,DF,Lille,fr_ligue_1,24,24,2160,3,1,4,3,0,4,0
Oumar Diakité,CIV,FW,Reims,fr_ligue_1,23,20,1578,4,1,5,4,0,6,0
Amad Diallo,CIV,"FW,MF",Manchester Utd,eng_premier_league,22,17,1594,6,6,12,6,0,3,0
Assane Diao,ESP,"FW,MF",Como,it_serie_a,10,9,810,5,0,5,5,0,2,0
Assane Diao,ESP,FW,Betis,es_la_liga,10,2,277,1,2,3,1,0,0,0
Habib Diarra,SEN,"MF,FW",Strasbourg,fr_ligue_1,23,23,1947,4,3,7,2,2,6,0
Moussa Diarra,MLI,DF,Alavés,es_la_liga,22,17,1581,0,0,0,0,0,5,0
Rúben Dias,POR,DF,Manchester City,eng_premier_league,17,15,1371,0,0,0,0,0,3,0
Krépin Diatta,SEN,DF,Monaco,fr_ligue_1,12,2,369,0,0,0,0,0,1,0
Kandet Diawara,GUI,FW,Le Havre,fr_ligue_1,1,0,4,0,0,0,0,0,0,0
Mahamadou Diawara,FRA,MF,Le Havre,fr_ligue_1,7,5,416,0,1,1,0,0,0,0
Mahamadou Diawara,FRA,MF,Lyon,fr_ligue_1,2,0,16,0,0,0,0,0,0,0
Brahim Díaz,MAR,"FW,MF",Real Madrid,es_la_liga,22,11,984,4,2,6,4,0,0,0
Luis Díaz,COL,FW,Liverpool,eng_premier_league,28,22,1850,9,4,13,9,0,2,0
Pedro Díaz,ESP,MF,Rayo Vallecano,es_la_liga,15,6,567,1,0,1,1,0,1,0
Tyler Dibling,ENG,"FW,MF",Southampton,eng_premier_league,24,16,1450,2,0,2,2,0,6,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Diego,ESP,"FW,MF",Leganés,es_la_liga,18,7,663,2,0,2,2,0,0,0
Justin Diehl,GER,"FW,DF",Stuttgart,de_bundesliga,6,0,104,1,0,1,1,0,0,0
Bamba Dieng,SEN,"FW,MF",Angers,fr_ligue_1,15,5,485,3,0,3,2,1,1,0
Eric Dier,ENG,DF,Bayern Munich,de_bundesliga,12,7,658,0,1,1,0,0,0,0
Lucas Digne,FRA,DF,Aston Villa,eng_premier_league,28,25,2061,0,4,4,0,0,3,0
Kembo Diliwidi,FRA,DF,Lens,fr_ligue_1,1,0,4,0,0,0,0,0,0,0
Federico Dimarco,ITA,"DF,FW",Inter,it_serie_a,24,23,1679,4,4,8,4,0,2,0
Stole Dimitrievski,MKD,GK,Valencia,es_la_liga,4,4,360,0,0,0,0,0,1,0
Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,de_bundesliga,7,3,293,0,1,1,0,0,0,0
Eren Dinkçi,GER,"MF,FW",Freiburg,de_bundesliga,21,13,1142,0,3,3,0,0,0,0
Sinaly Diomande,CIV,DF,Auxerre,fr_ligue_1,15,14,1240,3,2,5,3,0,3,0
Lois Diony,FRA,FW,Angers,fr_ligue_1,1,0,21,0,0,0,0,0,0,0
Issa Diop,FRA,DF,Fulham,eng_premier_league,20,14,1263,0,0,0,0,0,2,0
Sérigné Diop,SEN,FW,Brest,fr_ligue_1,1,0,1,0,0,0,0,0,0,0
Sofiane Diop,FRA,"MF,FW",Nice,fr_ligue_1,21,7,870,6,3,9,6,0,3,0
Andy Diouf,FRA,MF,Lens,fr_ligue_1,25,20,1658,1,1,2,1,0,2,0
Yehvann Diouf,FRA,GK,Reims,fr_ligue_1,25,25,2250,0,0,0,0,0,1,0
Assane Dioussé,SEN,MF,Auxerre,fr_ligue_1,10,2,215,0,0,0,0,0,1,0
Axel Disasi,FRA,DF,Aston Villa,eng_premier_league,4,4,360,0,0,0,0,0,1,0
Axel Disasi,FRA,DF,Chelsea,eng_premier_league,6,4,364,1,0,1,1,0,1,0
Roman Dixon,ENG,DF,Everton,eng_premier_league,1,1,90,0,0,0,0,0,0,0
Álvaro djaló,ESP,FW,Athletic Club,es_la_liga,13,4,457,1,0,1,1,0,0,0
Djené,TOG,"DF,MF",Getafe,es_la_liga,25,25,2072,0,0,0,0,0,8,0
Nasser Djiga,BFA,DF,Wolves,eng_premier_league,1,0,18,0,0,0,0,0,0,0
Berat Djimsiti,ALB,DF,Atalanta,it_serie_a,25,23,1894,1,2,3,1,0,4,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Marko Dmitrović,SRB,GK,Leganés,es_la_liga,21,21,1890,0,0,0,0,0,0,0
Ritsu Doan,JPN,FW,Freiburg,de_bundesliga,25,24,2071,8,4,12,8,0,1,0
Dodô,BRA,DF,Fiorentina,it_serie_a,27,27,2402,0,3,3,0,0,6,0
Danilho Doekhi,NED,DF,Union Berlin,de_bundesliga,25,25,2250,1,0,1,1,0,4,0
Matt Doherty,IRL,DF,Wolves,eng_premier_league,21,17,1520,2,1,3,2,0,5,0
Jeremy Doku,BEL,"FW,MF",Manchester City,eng_premier_league,19,12,1073,3,4,7,3,0,0,0
Marc Domenech,ESP,FW,Mallorca,es_la_liga,3,2,115,0,0,0,0,0,0,0
Álex Domínguez,ESP,GK,Toulouse,fr_ligue_1,1,0,19,0,0,0,0,0,0,0
Benjamín Domínguez,ARG,FW,Bologna,it_serie_a,16,13,960,3,2,5,3,0,0,0
Carlos Dominguez,ESP,DF,Celta Vigo,es_la_liga,12,9,737,0,0,0,0,0,1,0
Israel Domínguez,ESP,FW,Sevilla,es_la_liga,1,0,18,0,0,0,0,0,0,0
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,eng_premier_league,24,15,1329,0,0,0,0,0,7,0
Sergi Dominguez,ESP,DF,Barcelona,es_la_liga,3,2,172,0,0,0,0,0,1,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,fr_ligue_1,19,19,1641,0,0,0,0,0,2,0
Patrick Dorgu,DEN,DF,Manchester Utd,eng_premier_league,3,3,222,0,0,0,0,0,1,1
Patrick Dorgu,DEN,"DF,FW",Lecce,it_serie_a,21,21,1840,3,1,4,3,0,2,1
Alfie Dorrington,ENG,DF,Tottenham,eng_premier_league,1,0,14,0,0,0,0,0,0,0
Niklas Dorsch,GER,MF,Augsburg,de_bundesliga,1,0,32,0,0,0,0,0,0,0
Niklas Dorsch,GER,MF,Heidenheim,de_bundesliga,14,11,809,2,2,4,2,0,1,1
Alberto Dossena,ITA,DF,Como,it_serie_a,22,20,1808,0,2,2,0,0,1,1
Abdoulaye Doucouré,MLI,MF,Everton,eng_premier_league,24,23,1913,2,1,3,2,0,4,1
Cheick Doucouré,MLI,MF,Crystal Palace,eng_premier_league,13,4,452,0,0,0,0,0,1,0
Désiré Doué,FRA,"FW,MF",Paris S-G,fr_ligue_1,22,12,1202,2,6,8,2,0,1,0
Guela Doué,CIV,DF,Strasbourg,fr_ligue_1,24,23,2086,1,0,1,1,0,5,0
Douglas,BRA,MF,Nantes,fr_ligue_1,20,20,1632,2,2,4,2,0,6,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Ismaël Doukouré,FRA,"MF,DF",Strasbourg,fr_ligue_1,22,22,1868,0,1,1,0,0,6,0
Issa Doumbia,CIV,MF,Venezia,it_serie_a,15,7,647,0,0,0,0,0,0,0
Kamory Doumbia,MLI,MF,Brest,fr_ligue_1,21,9,929,1,1,2,1,0,0,0
Amidou Doumbouya,FRA,DF,Nice,fr_ligue_1,2,0,46,0,0,0,0,0,0,0
Anastasios Douvikas,GRE,FW,Como,it_serie_a,4,0,58,0,0,0,0,0,1,0
Anastasios Douvikas,GRE,FW,Celta Vigo,es_la_liga,20,6,700,3,1,4,3,0,2,0
Artem Dovbyk,UKR,FW,Roma,it_serie_a,24,20,1831,9,2,11,7,2,0,0
Flynn Downes,ENG,MF,Southampton,eng_premier_league,19,18,1514,1,0,1,1,0,9,0
Tommy Doyle,ENG,MF,Wolves,eng_premier_league,23,3,487,0,1,1,0,0,1,0
Radu Drăgușin,ROU,DF,Tottenham,eng_premier_league,16,14,1252,0,0,0,0,0,1,0
Patrick Drewes,GER,GK,Bochum,de_bundesliga,21,21,1890,0,0,0,0,0,2,0
Tim Drexler,GER,DF,Hoffenheim,de_bundesliga,8,5,357,0,0,0,0,0,2,0
Domingos Duarte,POR,DF,Getafe,es_la_liga,12,11,991,0,0,0,0,0,2,1
Martin Dúbravka,SVK,GK,Newcastle Utd,eng_premier_league,10,10,900,0,0,0,0,0,0,0
Marvin Ducksch,GER,FW,Werder Bremen,de_bundesliga,23,22,1788,6,7,13,5,1,3,0
Ondrej Duda,SVK,MF,Hellas Verona,it_serie_a,19,18,1611,0,2,2,0,0,10,1
Duk,CPV,"MF,FW",Leganés,es_la_liga,4,0,49,0,0,0,0,0,1,0
Denzel Dumfries,NED,"DF,FW",Inter,it_serie_a,24,18,1696,6,2,8,6,0,4,0
Alfred Duncan,GHA,MF,Venezia,it_serie_a,13,11,867,0,0,0,0,0,2,0
Lewis Dunk,ENG,DF,Brighton,eng_premier_league,19,17,1562,0,0,0,0,0,4,0
Jáder Durán,COL,FW,Aston Villa,eng_premier_league,20,4,638,7,0,7,7,0,3,1
Pablo Durán,ESP,"FW,MF",Celta Vigo,es_la_liga,17,10,888,4,2,6,4,0,3,0
Julien Duranville,BEL,"FW,MF",Dortmund,de_bundesliga,10,2,262,0,0,0,0,0,3,0
Hugo Duro,ESP,FW,Valencia,es_la_liga,22,20,1696,7,2,9,7,0,3,0
Jean-Kevin Duverne,HAI,DF,Nantes,fr_ligue_1,9,7,537,0,0,0,0,0,2,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Paulo Dybala,ARG,"FW,MF",Roma,it_serie_a,23,16,1406,6,3,9,3,3,2,0
Stefan Džodić,SRB,"DF,MF",Montpellier,fr_ligue_1,5,2,190,0,0,0,0,0,2,1
Adam Dźwigała,POL,"DF,MF",St. Pauli,de_bundesliga,12,0,192,0,0,0,0,0,2,1
Aron Dønnum,NOR,"DF,MF",Toulouse,fr_ligue_1,24,23,1976,1,2,3,1,0,4,0
Enzo Ebosse,CMR,DF,Udinese,it_serie_a,2,0,90,0,0,0,0,0,1,0
Ederson,BRA,GK,Manchester City,eng_premier_league,19,19,1710,0,3,3,0,0,3,0
Éderson,BRA,MF,Atalanta,it_serie_a,28,25,2239,3,1,4,3,0,3,0
Noah Edjouma,FRA,"MF,FW",Toulouse,fr_ligue_1,5,0,80,2,0,2,2,0,0,0
George Edmundson,ENG,DF,Ipswich Town,eng_premier_league,1,0,2,0,0,0,0,0,0,0
Odsonne Édouard,FRA,"MF,FW",Crystal Palace,eng_premier_league,2,1,115,0,0,0,0,0,0,0
Odsonne Édouard,FRA,FW,Leicester City,eng_premier_league,4,0,29,0,0,0,0,0,0,0
Samuel Edozie,ENG,"DF,FW",Southampton,eng_premier_league,2,0,65,0,0,0,0,0,1,0
Ronnie Edwards,ENG,DF,Southampton,eng_premier_league,1,0,12,0,0,0,0,0,0,0
Johannes Eggestein,GER,FW,St. Pauli,de_bundesliga,23,22,1797,3,4,7,2,1,3,0
Maximilian Eggestein,GER,MF,Freiburg,de_bundesliga,24,24,2055,0,0,0,0,0,4,0
Kingsley Ehizibue,NED,DF,Udinese,it_serie_a,25,23,1868,0,1,1,0,0,4,0
Chidera Ejuke,NGA,FW,Sevilla,es_la_liga,17,7,740,2,1,3,2,0,0,0
Jeff Ekhator,ITA,"FW,MF",Genoa,it_serie_a,19,5,640,1,1,2,1,0,1,0
Hugo Ekitike,FRA,FW,Eint Frankfurt,de_bundesliga,24,22,1791,13,3,16,12,1,0,0
Jurgen Ekkelenkamp,NED,MF,Udinese,it_serie_a,24,13,1317,3,2,5,3,0,1,0
Jacques Ekomie,GAB,DF,Angers,fr_ligue_1,11,3,343,0,0,0,0,0,0,0
Emmanuel Ekong,SWE,"MF,FW",Empoli,it_serie_a,15,0,186,0,0,0,0,0,1,0
Caleb Ekuban,GHA,FW,Genoa,it_serie_a,13,3,442,1,3,4,1,0,1,0
Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,fr_ligue_1,20,20,1765,1,0,1,1,0,3,0
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,eng_premier_league,28,22,1779,3,8,11,3,0,1,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Meschak Elia,COD,"FW,DF",Nantes,fr_ligue_1,5,0,82,1,0,1,1,0,0,0
Mikael Ellertsson,ISL,"DF,MF",Venezia,it_serie_a,27,22,1871,2,1,3,2,0,1,0
Harvey Elliott,ENG,"MF,FW",Liverpool,eng_premier_league,11,0,128,0,1,1,0,0,0,0
Elif Elmas,MKD,FW,Torino,it_serie_a,4,3,244,3,0,3,3,0,0,0
Elif Elmas,MKD,MF,RB Leipzig,de_bundesliga,2,0,44,0,0,0,0,0,1,0
Aritz Elustondo,ESP,DF,Real Sociedad,es_la_liga,13,8,711,0,0,0,0,0,0,1
Nico Elvedi,SUI,DF,Gladbach,de_bundesliga,18,18,1575,1,1,2,1,0,1,0
Adri Embarba,ESP,"FW,MF",Rayo Vallecano,es_la_liga,25,15,1321,1,1,2,1,0,4,0
Breel Embolo,SUI,"FW,MF",Monaco,fr_ligue_1,21,13,1221,4,4,8,4,0,3,0
Emanuel Emegha,NED,FW,Strasbourg,fr_ligue_1,20,20,1670,11,2,13,11,0,4,0
Emerson,BRA,DF,Milan,it_serie_a,17,16,1377,0,0,0,0,0,5,0
Yunus Emre Konak,TUR,"MF,FW",Brentford,eng_premier_league,6,0,25,0,0,0,0,0,0,0
Julio Enciso,PAR,"MF,FW",Ipswich Town,eng_premier_league,4,3,190,0,1,1,0,0,2,0
Julio Enciso,PAR,"MF,FW",Brighton,eng_premier_league,12,2,294,0,0,0,0,0,0,0
Wataru Endo,JPN,MF,Liverpool,eng_premier_league,14,0,147,0,0,0,0,0,0,0
Endrick,BRA,FW,Real Madrid,es_la_liga,16,0,116,1,0,1,1,0,1,0
Yannik Engelhardt,GER,"MF,DF",Como,it_serie_a,20,11,1073,1,1,2,1,0,3,0
Arne Engels,BEL,"MF,FW",Augsburg,de_bundesliga,1,1,79,0,0,0,0,0,1,0
Christian Eriksen,DEN,MF,Manchester Utd,eng_premier_league,15,8,713,0,1,1,0,0,2,0
Martin Erlic,CRO,DF,Bologna,it_serie_a,6,4,290,0,0,0,0,0,0,0
Patrick Erras,GER,DF,Holstein Kiel,de_bundesliga,10,10,832,1,0,1,1,0,2,0
Alfonso Espino,URU,DF,Rayo Vallecano,es_la_liga,7,6,481,0,0,0,0,0,2,0
Sebastiano Esposito,ITA,"FW,MF",Empoli,it_serie_a,24,18,1610,8,0,8,7,1,1,0
Romain Esse,ENG,MF,Crystal Palace,eng_premier_league,2,0,8,1,0,1,1,0,0,0
Samuel Essende,COD,FW,Augsburg,de_bundesliga,22,15,1244,5,2,7,5,0,4,1
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Dario Essugo,POR,MF,Las Palmas,es_la_liga,17,17,1317,1,0,1,1,0,9,2
Nahuel Estévez,ARG,MF,Parma,it_serie_a,10,6,542,0,0,0,0,0,2,0
Pervis Estupiñán,ECU,DF,Brighton,eng_premier_league,21,17,1602,0,1,1,0,0,3,0
Etienne Eto'o,CMR,FW,Rayo Vallecano,es_la_liga,1,0,4,0,0,0,0,0,0,0
Evanilson,BRA,FW,Bournemouth,eng_premier_league,21,18,1454,6,0,6,6,0,0,0
Jonny Evans,NIR,DF,Manchester Utd,eng_premier_league,6,3,290,0,0,0,0,0,1,0
Edu Expósito,ESP,"MF,FW",Espanyol,es_la_liga,7,1,157,0,0,0,0,0,2,0
Eberechi Eze,ENG,"MF,FW",Crystal Palace,eng_premier_league,24,22,1924,2,6,8,2,0,1,0
Abde Ezzalzouli,MAR,"FW,MF",Betis,es_la_liga,24,18,1552,1,1,2,1,0,2,0
Giovanni Fabbian,ITA,MF,Bologna,it_serie_a,22,7,837,2,1,3,2,0,2,0
Łukasz Fabiański,POL,GK,West Ham,eng_premier_league,13,12,1070,0,0,0,0,0,2,0
Alieu Fadera,GAM,"FW,DF",Como,it_serie_a,24,20,1592,1,3,4,1,0,2,1
Wout Faes,BEL,DF,Leicester City,eng_premier_league,25,21,2005,1,0,1,1,0,3,0
Nicolò Fagioli,ITA,MF,Fiorentina,it_serie_a,5,2,251,0,0,0,0,0,0,0
Nicolò Fagioli,ITA,MF,Juventus,it_serie_a,17,5,571,0,0,0,0,0,4,0
Romain Faivre,FRA,"MF,FW",Brest,fr_ligue_1,18,9,818,3,2,5,2,1,2,0
Wladimiro Falcone,ITA,GK,Lecce,it_serie_a,28,28,2520,0,0,0,0,0,1,0
Davide Faraoni,ITA,DF,Hellas Verona,it_serie_a,7,3,257,0,0,0,0,0,1,0
Abdul Fatawu Issahaku,GHA,FW,Leicester City,eng_premier_league,11,6,579,0,2,2,0,0,0,0
Ansu Fati,ESP,FW,Barcelona,es_la_liga,4,1,127,0,0,0,0,0,1,0
Khalil Fayad,FRA,"MF,FW",Montpellier,fr_ligue_1,13,6,646,0,0,0,0,0,2,0
Jacopo Fazzini,ITA,"MF,FW",Empoli,it_serie_a,12,9,769,0,0,0,0,0,1,0
Peter Federico,DOM,"MF,FW",Getafe,es_la_liga,12,1,334,0,0,0,0,0,0,0
Nabil Fekir,FRA,MF,Betis,es_la_liga,2,2,180,0,1,1,0,0,0,0
Mattia Felici,ITA,"MF,FW",Cagliari,it_serie_a,17,8,816,0,3,3,0,0,1,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Luiz Felipe,ITA,DF,Marseille,fr_ligue_1,1,0,13,0,0,0,0,0,0,0
João Félix,POR,"FW,MF",Chelsea,eng_premier_league,12,3,369,1,1,2,1,0,2,0
João Félix,POR,MF,Milan,it_serie_a,6,4,382,0,0,0,0,0,1,0
Kiko Femenía,ESP,DF,Villarreal,es_la_liga,21,21,1725,0,1,1,0,0,6,0
Evan Ferguson,IRL,FW,West Ham,eng_premier_league,4,0,94,0,0,0,0,0,0,0
Evan Ferguson,IRL,FW,Brighton,eng_premier_league,13,2,246,1,0,1,1,0,0,0
Lewis Ferguson,SCO,MF,Bologna,it_serie_a,11,5,533,1,0,1,0,1,0,0
Zinedine Ferhat,ALG,FW,Angers,fr_ligue_1,17,5,597,2,0,2,2,0,1,0
Bruno Fernandes,POR,MF,Manchester Utd,eng_premier_league,27,27,2285,7,7,14,4,3,4,2
Edimilson Fernandes,SUI,MF,Brest,fr_ligue_1,14,9,804,0,1,1,0,0,1,0
Mateus Fernandes,POR,MF,Southampton,eng_premier_league,26,24,2096,1,2,3,1,0,7,0
Álvaro Fernández,ESP,GK,Sevilla,es_la_liga,8,7,657,0,0,0,0,0,2,0
Enzo Fernández,ARG,MF,Chelsea,eng_premier_league,26,22,2051,4,5,9,4,0,6,0
Roberto Férnandez,ESP,FW,Espanyol,es_la_liga,7,6,498,2,0,2,2,0,1,0
Valery Fernández,ESP,"MF,FW",Mallorca,es_la_liga,13,1,237,2,0,2,2,0,1,0
Matias Fernandez-Pardo,BEL,FW,Lille,fr_ligue_1,13,5,466,1,1,2,1,0,3,0
Jordan Ferri,FRA,MF,Montpellier,fr_ligue_1,17,13,1132,0,1,1,0,0,5,1
Daniel Fila,CZE,FW,Venezia,it_serie_a,3,2,149,0,0,0,0,0,1,0
Karol Fila,POL,MF,Strasbourg,fr_ligue_1,1,0,5,0,0,0,0,0,1,0
Kilian Fischer,GER,DF,Wolfsburg,de_bundesliga,24,21,1638,0,0,0,0,0,5,0
Mark Flekken,NED,GK,Brentford,eng_premier_league,27,27,2375,0,1,1,0,0,1,0
Mateo Flores,ESP,MF,Betis,es_la_liga,6,1,153,0,0,0,0,0,1,0
Phil Foden,ENG,"MF,FW",Manchester City,eng_premier_league,23,18,1614,7,2,9,7,0,2,0
Malick Fofana,BEL,FW,Lyon,fr_ligue_1,23,12,1186,3,4,7,3,0,1,0
Rayan Fofana,FRA,"FW,MF",Lens,fr_ligue_1,2,0,25,0,0,0,0,0,0,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Seko Fofana,CIV,MF,Rennes,fr_ligue_1,9,4,441,1,1,2,1,0,3,0
Wesley Fofana,FRA,DF,Chelsea,eng_premier_league,13,13,1087,0,0,0,0,0,6,0
Yahia Fofana,CIV,GK,Angers,fr_ligue_1,25,25,2250,0,0,0,0,0,4,0
Youssouf Fofana,FRA,MF,Milan,it_serie_a,26,23,1959,1,4,5,1,0,5,0
Jonas Föhrenbach,GER,DF,Heidenheim,de_bundesliga,22,22,1767,0,1,1,0,0,3,0
Michael Folorunsho,ITA,"FW,MF",Fiorentina,it_serie_a,7,5,482,0,0,0,0,0,4,0
Michael Folorunsho,ITA,"FW,MF",Napoli,it_serie_a,6,0,35,0,0,0,0,0,0,0
Lamine Fomba,FRA,MF,Saint-Étienne,fr_ligue_1,7,3,217,0,0,0,0,0,2,0
Carlos Forbs,POR,"MF,FW",Wolves,eng_premier_league,9,1,237,0,0,0,0,0,2,0
Pablo Fornals,ESP,"MF,FW",Betis,es_la_liga,16,13,1108,1,0,1,1,0,2,0
Omari Forson,ENG,"MF,FW",Monza,it_serie_a,5,0,72,0,0,0,0,0,0,0
Fraser Forster,ENG,GK,Tottenham,eng_premier_league,7,7,630,0,0,0,0,0,0,0
Héctor Fort,ESP,DF,Barcelona,es_la_liga,12,3,375,0,0,0,0,0,2,0
Dimitri Foulquier,FRA,DF,Valencia,es_la_liga,25,18,1702,0,0,0,0,0,4,0
Juan Foyth,ARG,DF,Villarreal,es_la_liga,9,7,632,0,0,0,0,0,2,0
Alejandro Francés,ESP,DF,Girona,es_la_liga,11,8,710,0,0,0,0,0,1,0
Przemysław Frankowski,POL,DF,Lens,fr_ligue_1,18,16,1387,4,2,6,2,2,3,0
Enric Franquesa,ESP,"DF,FW",Leganés,es_la_liga,12,7,616,1,0,1,1,0,1,0
Ryan Fraser,SCO,"FW,DF",Southampton,eng_premier_league,8,4,306,0,0,0,0,0,0,1
Davide Frattesi,ITA,MF,Inter,it_serie_a,21,5,836,4,1,5,4,0,1,0
Morten Frendrup,DEN,MF,Genoa,it_serie_a,27,27,2383,2,0,2,2,0,3,0
Martin Frese,DEN,DF,Hellas Verona,it_serie_a,5,3,336,0,0,0,0,0,0,0
Remo Freuler,SUI,MF,Bologna,it_serie_a,27,27,2393,0,2,2,0,0,5,0
Marco Friedl,AUT,DF,Werder Bremen,de_bundesliga,17,17,1432,0,0,0,0,0,8,2
Marvin Friedrich,GER,DF,Gladbach,de_bundesliga,18,9,941,0,1,1,0,0,0,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Jeremie Frimpong,NED,"DF,MF",Leverkusen,de_bundesliga,25,18,1696,3,4,7,3,0,3,0
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,es_la_liga,25,21,1759,4,3,7,4,0,2,1
Darío Fuentes,ESP,DF,Sevilla,es_la_liga,1,0,5,0,0,0,0,0,1,0
Chris Führich,GER,"MF,FW",Stuttgart,de_bundesliga,24,16,1416,1,2,3,1,0,1,0
Shiō Fukuda,JPN,"FW,MF",Gladbach,de_bundesliga,4,0,43,1,0,1,1,0,0,0
Angelo Fulgini,FRA,"MF,FW",Lens,fr_ligue_1,20,11,925,1,1,2,1,0,3,0
Niclas Füllkrug,GER,FW,West Ham,eng_premier_league,9,3,370,2,1,3,2,0,1,0
Kyogo Furuhashi,JPN,FW,Rennes,fr_ligue_1,3,1,93,0,0,0,0,0,0,0
Manuel Fuster,ESP,"FW,MF",Las Palmas,es_la_liga,19,6,683,2,0,2,2,0,1,0
Matteo Gabbia,ITA,DF,Milan,it_serie_a,17,15,1349,1,0,1,1,0,3,0
Alessandro Gabrielloni,ITA,"FW,MF",Como,it_serie_a,11,0,109,1,1,2,1,0,1,0
Gianluca Gaetano,ITA,"MF,FW",Cagliari,it_serie_a,20,8,820,1,2,3,1,0,0,0
Roberto Gagliardini,ITA,"MF,DF",Monza,it_serie_a,4,0,95,0,0,0,0,0,1,0
Cody Gakpo,NED,FW,Liverpool,eng_premier_league,26,16,1411,8,3,11,8,0,4,0
