Player_Name,Nation,Pos,Team,League,M_played,Starting_11,Minutes_Played,Goals,Assists,Goals_Assists,Goals_non_Penalty,Penalty_Goals,Yellow_Cards,Red_Cards
Dejan Kulusevski,SWE,"MF,FW",Tottenham,eng_premier_league,27,24,2154,7,4,11,7,0,3,0
Sael Kumbedi,FRA,DF,Lyon,fr_ligue_1,11,10,794,0,0,0,0,0,2,0
Marash Kumbulla,ALB,DF,Espanyol,es_la_liga,24,23,2002,2,0,2,2,0,6,0
Daler Kuzyaev,RUS,MF,Le Havre,fr_ligue_1,12,6,567,1,0,1,1,0,1,0
Khvicha Kvaratskhelia,GEO,"FW,MF",Napoli,it_serie_a,17,15,1178,5,3,8,4,1,1,0
Khvicha Kvaratskhelia,GEO,FW,Paris S-G,fr_ligue_1,7,5,416,1,2,3,1,0,0,0
Moritz-Broni Kwarteng,GHA,"MF,FW",Bochum,de_bundesliga,7,0,172,0,0,0,0,0,1,0
Giorgos Kyriakopoulos,GRE,DF,Monza,it_serie_a,25,24,2120,2,3,5,2,0,4,0
Luca de la Torre,USA,MF,Celta Vigo,es_la_liga,1,0,4,0,0,0,0,0,0,0
Rémy Labeau Lascary,GLP,"FW,MF",Lens,fr_ligue_1,14,6,637,2,1,3,2,0,5,0
Gaëtan Laborde,FRA,FW,Nice,fr_ligue_1,19,13,1184,9,3,12,5,4,0,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Nediljko Labrović,CRO,GK,Augsburg,de_bundesliga,15,15,1350,0,0,0,0,0,0,0
Alexandre Lacazette,FRA,FW,Lyon,fr_ligue_1,22,17,1462,9,2,11,7,2,3,0
Younes Lachaab,FRA,"MF,FW",Lille,fr_ligue_1,2,0,9,0,0,0,0,0,0,0
Maxence Lacroix,FRA,DF,Crystal Palace,eng_premier_league,25,25,2245,1,1,2,1,0,4,0
Alban Lafont,FRA,GK,Nantes,fr_ligue_1,12,12,1080,0,0,0,0,0,1,0
Yoel Lago,ESP,DF,Celta Vigo,es_la_liga,2,2,135,0,0,0,0,0,0,0
Konrad Laimer,AUT,DF,Bayern Munich,de_bundesliga,21,11,1054,1,1,2,1,0,7,0
Stefan Lainer,AUT,DF,Gladbach,de_bundesliga,16,4,547,1,0,1,1,0,2,0
Kenny Lala,MAD,DF,Brest,fr_ligue_1,22,21,1966,3,1,4,0,3,3,0
Adam Lallana,ENG,MF,Southampton,eng_premier_league,14,5,361,0,2,2,0,0,4,0
Mathis Lambourde,FRA,"FW,MF",Hellas Verona,it_serie_a,6,0,57,1,0,1,1,0,1,0
Mohamed Lamine Bayo,GUI,FW,Lille,fr_ligue_1,12,4,309,2,1,3,2,0,1,0
Tariq Lamptey,GHA,DF,Brighton,eng_premier_league,13,9,765,2,2,4,2,0,0,0
Will Lankshear,ENG,"FW,MF",Tottenham,eng_premier_league,3,0,11,0,0,0,0,0,0,0
Gianluca Lapadula,PER,"FW,MF",Cagliari,it_serie_a,12,1,310,0,0,0,0,0,1,0
Cyle Larin,CAN,FW,Mallorca,es_la_liga,23,16,1244,5,2,7,4,1,4,0
Gautier Larsonneur,FRA,GK,Saint-Étienne,fr_ligue_1,25,25,2250,0,0,0,0,0,4,0
Hugo Larsson,SWE,MF,Eint Frankfurt,de_bundesliga,24,20,1729,3,0,3,3,0,2,0
Juanmi Latasa,ESP,FW,Valladolid,es_la_liga,19,6,731,2,0,2,2,0,5,1
Toni Lato,ESP,DF,Mallorca,es_la_liga,7,4,358,0,0,0,0,0,0,1
Roméo Lavia,BEL,MF,Chelsea,eng_premier_league,10,8,532,0,1,1,0,0,4,0
Valentino Lazaro,AUT,"DF,FW",Torino,it_serie_a,27,22,1923,0,6,6,0,0,3,0
Darko Lazović,SRB,"DF,FW",Hellas Verona,it_serie_a,24,17,1393,1,3,4,0,1,0,0
Manuel Lazzari,ITA,DF,Lazio,it_serie_a,21,13,1156,0,1,1,0,0,2,0
Julien Le Cardinal,FRA,DF,Brest,fr_ligue_1,12,12,1063,0,1,1,0,0,2,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Jérémy Le Douaron,FRA,FW,Brest,fr_ligue_1,2,1,102,0,0,0,0,0,0,0
Enzo Le Fée,FRA,MF,Roma,it_serie_a,6,4,318,0,0,0,0,0,1,0
Robin Le Normand,ESP,DF,Atlético Madrid,es_la_liga,17,15,1373,0,0,0,0,0,7,0
Nicola Leali,ITA,GK,Genoa,it_serie_a,21,21,1890,0,0,0,0,0,1,0
Rafael Leão,POR,FW,Milan,it_serie_a,26,20,1790,6,7,13,6,0,3,0
Benjamin Lecomte,FRA,GK,Montpellier,fr_ligue_1,22,22,1980,0,0,0,0,0,0,0
Pierre Lees-Melou,FRA,MF,Brest,fr_ligue_1,12,9,817,1,1,2,1,0,2,0
Jordan Lefort,FRA,DF,Angers,fr_ligue_1,25,25,2250,0,1,1,0,0,1,0
Diogo Leite,POR,DF,Union Berlin,de_bundesliga,24,23,2033,0,1,1,0,0,3,0
Maxim Leitsch,GER,DF,Mainz 05,de_bundesliga,14,6,674,1,0,1,1,0,2,0
Florian Lejeune,FRA,DF,Rayo Vallecano,es_la_liga,27,27,2425,0,2,2,0,0,4,0
Stefan Lekovic,SRB,DF,Monza,it_serie_a,5,3,311,0,0,0,0,0,0,0
Iñigo Lekue,ESP,DF,Athletic Club,es_la_liga,10,5,481,0,0,0,0,0,1,0
Nunzio Lella,ITA,MF,Venezia,it_serie_a,1,0,5,0,0,0,0,0,0,0
Thomas Lemar,FRA,MF,Atlético Madrid,es_la_liga,2,0,32,0,0,0,0,0,0,0
Félix Lemaréchal,FRA,"MF,FW",Strasbourg,fr_ligue_1,18,12,1121,2,1,3,2,0,2,0
Mario Lemina,GAB,"MF,DF",Wolves,eng_premier_league,17,15,1364,1,3,4,1,0,4,0
Clément Lenglet,FRA,DF,Atlético Madrid,es_la_liga,15,15,1283,1,1,2,1,0,7,0
Bernd Leno,GER,GK,Fulham,eng_premier_league,28,28,2520,0,1,1,0,0,3,0
Donovan Léon,GUF,GK,Auxerre,fr_ligue_1,23,23,2070,0,2,2,0,0,2,0
Giovanni Leoni,ITA,DF,Parma,it_serie_a,9,7,613,1,0,1,1,0,0,1
Esteban Lepaul,FRA,FW,Angers,fr_ligue_1,19,9,843,5,0,5,5,0,0,0
Johann Lepenant,FRA,MF,Nantes,fr_ligue_1,21,19,1665,2,1,3,2,0,3,0
Jefferson Lerma,COL,MF,Crystal Palace,eng_premier_league,23,18,1541,0,0,0,0,0,5,0
Louis Leroux,FRA,"MF,DF",Nantes,fr_ligue_1,9,3,351,1,0,1,1,0,1,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Robert Lewandowski,POL,FW,Barcelona,es_la_liga,25,24,2006,21,2,23,18,3,1,0
Jamie Leweling,GER,"MF,FW",Stuttgart,de_bundesliga,19,16,1232,2,1,3,2,0,4,0
Rico Lewis,ENG,"DF,MF",Manchester City,eng_premier_league,22,18,1612,1,2,3,1,0,5,1
Keane Lewis-Potter,ENG,"DF,FW",Brentford,eng_premier_league,28,26,2279,1,2,3,1,0,4,0
Myles Lewis-Skelly,ENG,DF,Arsenal,eng_premier_league,13,8,676,1,0,1,1,0,2,2
Ben Lhassine Kone,CIV,MF,Como,it_serie_a,4,0,51,0,0,0,0,0,1,0
Mattia Liberali,ITA,MF,Milan,it_serie_a,1,1,61,0,0,0,0,0,0,0
Philipp Lienhart,AUT,DF,Freiburg,de_bundesliga,23,22,1981,1,0,1,1,0,4,0
Matthijs de Ligt,NED,DF,Manchester Utd,eng_premier_league,26,22,1909,2,0,2,2,0,3,0
Pedro Lima,BRA,DF,Wolves,eng_premier_league,3,1,70,0,0,0,0,0,0,0
Victor Lindelöf,SWE,DF,Manchester Utd,eng_premier_league,7,1,154,0,0,0,0,0,1,0
Jesper Lindstrøm,DEN,FW,Everton,eng_premier_league,24,15,1216,0,1,1,0,0,2,0
Karol Linetty,POL,MF,Torino,it_serie_a,23,15,1282,1,0,1,1,0,6,0
Samuel Lino,BRA,"MF,DF",Atlético Madrid,es_la_liga,23,16,1147,3,2,5,3,0,3,0
Pol Lirola,ESP,DF,Marseille,fr_ligue_1,13,4,507,1,2,3,1,0,1,1
Dailon Livramento,CPV,"FW,MF",Hellas Verona,it_serie_a,20,8,780,1,1,2,1,0,1,1
Valentino Livramento,ENG,DF,Newcastle Utd,eng_premier_league,27,22,1940,0,0,0,0,0,1,0
Marin Ljubicic,CRO,"FW,MF",Union Berlin,de_bundesliga,5,1,109,1,1,2,1,0,1,0
Javier Llabrés,ESP,FW,Mallorca,es_la_liga,1,1,57,0,0,0,0,0,0,0
Diego Llorente,ESP,DF,Betis,es_la_liga,26,26,2304,2,0,2,2,0,4,0
Marcos Llorente,ESP,"DF,MF",Atlético Madrid,es_la_liga,22,17,1523,2,3,5,2,0,0,1
Gautier Lloris,FRA,DF,Le Havre,fr_ligue_1,24,24,2159,2,1,3,2,0,5,0
Giovani Lo Celso,ARG,"MF,FW",Betis,es_la_liga,16,11,1035,7,1,8,5,2,3,0
Stanislav Lobotka,SVK,MF,Napoli,it_serie_a,24,23,2046,0,1,1,0,0,3,0
Manuel Locatelli,ITA,MF,Juventus,it_serie_a,26,24,1956,0,2,2,0,0,5,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Ruben Loftus-Cheek,ENG,MF,Milan,it_serie_a,13,6,682,0,0,0,0,0,1,0
Elysée Logbo,FRA,FW,Le Havre,fr_ligue_1,1,0,27,0,0,0,0,0,0,0
Enzo Loiodice,FRA,MF,Las Palmas,es_la_liga,15,5,504,0,0,0,0,0,3,0
Sean Longstaff,ENG,MF,Newcastle Utd,eng_premier_league,21,8,746,0,0,0,0,0,2,0
Ademola Lookman,NGA,"FW,MF",Atalanta,it_serie_a,22,20,1567,13,5,18,12,1,4,0
Anthony Lopes,POR,GK,Nantes,fr_ligue_1,10,10,900,0,0,0,0,0,1,0
David López,ESP,DF,Girona,es_la_liga,23,22,1958,1,0,1,1,0,3,0
Diego López,ESP,"MF,FW",Valencia,es_la_liga,27,24,1923,5,4,9,5,0,2,0
Fer López,,"FW,MF",Celta Vigo,es_la_liga,7,3,230,0,0,0,0,0,1,0
Fermin López,ESP,"MF,FW",Barcelona,es_la_liga,17,6,644,3,2,5,3,0,3,1
Javi López,ESP,DF,Real Sociedad,es_la_liga,21,15,1456,0,0,0,0,0,2,0
Pau López,ESP,GK,Girona,es_la_liga,1,0,45,0,0,0,0,0,0,0
Roberto López,ESP,MF,Leganés,es_la_liga,12,3,393,0,1,1,0,0,0,0
Unai López,ESP,MF,Rayo Vallecano,es_la_liga,21,16,1124,3,0,3,3,0,7,1
Iker Losada,ESP,"FW,MF",Celta Vigo,es_la_liga,6,2,230,1,0,1,1,0,1,0
Iker Losada,ESP,"MF,FW",Betis,es_la_liga,10,3,336,0,0,0,0,0,0,0
Anthony Losilla,FRA,MF,Bochum,de_bundesliga,19,13,1083,0,0,0,0,0,1,0
Jordan Lotomba,SUI,"MF,DF",Nice,fr_ligue_1,2,0,35,0,0,0,0,0,0,0
Tom Louchet,FRA,"DF,MF",Nice,fr_ligue_1,16,6,613,1,0,1,1,0,1,0
Sandi Lovrić,SVN,MF,Udinese,it_serie_a,27,25,1836,2,3,5,2,0,4,0
Pol Lozano,ESP,MF,Espanyol,es_la_liga,20,18,1417,0,0,0,0,0,9,0
Lorenzo Lucca,ITA,FW,Udinese,it_serie_a,27,22,1889,10,1,11,9,1,8,0
Jhon Lucumí,COL,DF,Bologna,it_serie_a,23,21,1879,0,1,1,0,0,5,1
Yannik Lührs,GER,DF,Dortmund,de_bundesliga,3,1,127,0,0,0,0,0,0,0
José Luis Gayà,ESP,DF,Valencia,es_la_liga,14,13,1056,0,1,1,0,0,3,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
José Luis Palomino,ARG,DF,Cagliari,it_serie_a,9,3,386,1,0,1,1,0,1,0
Douglas Luiz,BRA,MF,Juventus,it_serie_a,15,3,488,0,0,0,0,0,2,0
Romelu Lukaku,BEL,FW,Napoli,it_serie_a,26,25,2009,10,8,18,7,3,1,0
Castello Lukeba,FRA,DF,RB Leipzig,de_bundesliga,15,12,1013,0,0,0,0,0,1,0
Dodi Lukebakio,BEL,FW,Sevilla,es_la_liga,27,26,2251,11,1,12,10,1,2,0
Saša Lukić,SRB,MF,Fulham,eng_premier_league,22,21,1738,0,2,2,0,0,10,0
Milos Lukovic,SRB,"FW,MF",Strasbourg,fr_ligue_1,2,0,12,0,0,0,0,0,0,0
Joe Lumley,ENG,GK,Southampton,eng_premier_league,3,3,270,0,0,0,0,0,0,0
Daniel Luna,COL,MF,Mallorca,es_la_liga,2,0,20,0,0,0,0,0,0,0
Andriy Lunin,UKR,GK,Real Madrid,es_la_liga,4,4,360,0,1,1,0,0,0,0
Massimo Luongo,AUS,MF,Ipswich Town,eng_premier_league,7,2,181,0,0,0,0,0,0,0
Sebastiano Luperto,ITA,DF,Cagliari,it_serie_a,28,28,2520,1,3,4,1,0,2,0
Zito Luvumbo,ANG,"FW,MF",Cagliari,it_serie_a,18,13,1105,1,1,2,1,0,2,0
Charalambos Lykogiannis,GRE,DF,Bologna,it_serie_a,14,10,860,0,4,4,0,0,2,0
Senne Lynen,BEL,MF,Werder Bremen,de_bundesliga,23,23,1969,0,0,0,0,0,7,0
Mathias Løvik,NOR,"DF,FW",Parma,it_serie_a,4,0,83,0,0,0,0,0,0,0
Othmane Maamma,MAR,"FW,MF",Montpellier,fr_ligue_1,8,0,170,1,1,2,1,0,1,0
Ian Maatsen,NED,DF,Aston Villa,eng_premier_league,22,4,617,0,1,1,0,0,2,0
Alexis Mac Allister,ARG,MF,Liverpool,eng_premier_league,28,25,2111,3,3,6,3,0,6,0
Deiver Machado,COL,DF,Lens,fr_ligue_1,20,13,1273,1,3,4,1,0,5,2
Shuto Machino,JPN,"FW,MF",Holstein Kiel,de_bundesliga,23,15,1322,7,1,8,6,1,1,0
Darwin Machís,VEN,"FW,MF",Valladolid,es_la_liga,11,5,427,0,0,0,0,0,0,0
Yvann Macon,FRA,DF,Saint-Étienne,fr_ligue_1,8,7,520,0,0,0,0,0,2,0
James Maddison,ENG,MF,Tottenham,eng_premier_league,26,17,1501,9,5,14,9,0,6,0
Eros Maddy,NED,DF,Auxerre,fr_ligue_1,1,0,8,0,0,0,0,0,0,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Noni Madueke,ENG,FW,Chelsea,eng_premier_league,23,19,1453,7,3,10,7,0,3,0
Pablo Maffeo,ESP,DF,Mallorca,es_la_liga,21,20,1673,0,1,1,0,0,3,0
Gabriel Magalhães,BRA,DF,Arsenal,eng_premier_league,26,26,2258,3,1,4,3,0,3,0
Soungoutou Magassa,FRA,MF,Monaco,fr_ligue_1,16,10,883,0,1,1,0,0,5,0
Edmond-Paris Maghoma,ENG,"MF,FW",Brentford,eng_premier_league,7,0,111,0,0,0,0,0,0,0
Giangiacomo Magnani,ITA,DF,Hellas Verona,it_serie_a,17,11,1065,1,0,1,1,0,2,0
Hugo Magnetti,FRA,MF,Brest,fr_ligue_1,24,20,1771,1,0,1,1,0,4,0
Frank Magri,CMR,FW,Toulouse,fr_ligue_1,23,9,849,3,0,3,3,0,3,1
Harry Maguire,ENG,DF,Manchester Utd,eng_premier_league,20,15,1358,1,0,1,1,0,7,0
Jon Magunazelaia,ESP,MF,Real Sociedad,es_la_liga,2,0,7,0,0,0,0,0,0,0
Arne Maier,GER,MF,Augsburg,de_bundesliga,23,7,815,0,0,0,0,0,0,0
Mike Maignan,FRA,GK,Milan,it_serie_a,27,27,2430,0,0,0,0,0,1,0
Patrick Mainka,GER,DF,Heidenheim,de_bundesliga,25,25,2250,1,0,1,1,0,3,0
Kobbie Mainoo,ENG,MF,Manchester Utd,eng_premier_league,18,15,1285,0,0,0,0,0,5,0
Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,fr_ligue_1,23,13,1305,1,3,4,1,0,0,0
Radosław Majecki,POL,GK,Monaco,fr_ligue_1,15,15,1350,0,0,0,0,0,1,0
Lovro Majer,CRO,MF,Wolfsburg,de_bundesliga,4,2,145,2,0,2,1,1,1,0
Jordy Makengo,FRA,DF,Freiburg,de_bundesliga,12,1,207,0,0,0,0,0,1,0
Antoine Makoumbou,CGO,MF,Cagliari,it_serie_a,24,21,1658,0,1,1,0,0,3,1
Nikola Maksimović,SRB,DF,Montpellier,fr_ligue_1,7,7,581,0,0,0,0,0,2,0
Tyrell Malacia,NED,DF,Manchester Utd,eng_premier_league,3,2,100,0,0,0,0,0,1,0
Jarzinho Malanga,GER,DF,Stuttgart,de_bundesliga,1,0,2,0,0,0,0,0,0,0
Julián Malatini,ARG,DF,Werder Bremen,de_bundesliga,10,5,454,1,1,2,1,0,1,0
Daniel Maldini,ITA,"MF,FW",Monza,it_serie_a,20,16,1306,3,0,3,3,0,5,0
Daniel Maldini,ITA,"FW,MF",Atalanta,it_serie_a,1,0,31,0,0,0,0,0,0,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Youssef Maleh,MAR,MF,Empoli,it_serie_a,22,17,1510,0,1,1,0,0,5,1
Donyell Malen,NED,FW,Aston Villa,eng_premier_league,6,1,170,0,0,0,0,0,0,0
Donyell Malen,NED,"FW,MF",Dortmund,de_bundesliga,14,6,614,3,0,3,3,0,1,0
Ruslan Malinovskyi,UKR,"MF,FW",Genoa,it_serie_a,6,2,240,0,0,0,0,0,1,0
Lennard Maloney,USA,MF,Heidenheim,de_bundesliga,11,10,760,0,0,0,0,0,1,0
Lennard Maloney,USA,MF,Mainz 05,de_bundesliga,3,0,24,0,0,0,0,0,1,0
Aaron Malouda,FRA,FW,Lille,fr_ligue_1,1,0,2,0,0,0,0,0,0,0
Giorgi Mamardashvili,GEO,GK,Valencia,es_la_liga,23,23,2070,0,0,0,0,0,1,0
Dennis Man,ROU,"FW,MF",Parma,it_serie_a,26,20,1751,4,4,8,4,0,0,0
Hianga Mananga Mbock,FRA,MF,Brest,fr_ligue_1,1,0,21,0,0,0,0,0,0,0
Gianluca Mancini,ITA,DF,Roma,it_serie_a,27,26,2243,1,0,1,1,0,5,0
Steve Mandanda,FRA,GK,Rennes,fr_ligue_1,17,17,1485,0,0,0,0,0,0,0
Christos Mandas,GRE,GK,Lazio,it_serie_a,1,1,90,0,0,0,0,0,0,0
Reinildo Mandava,MOZ,DF,Atlético Madrid,es_la_liga,17,9,841,0,0,0,0,0,3,0
Aïssa Mandi,ALG,DF,Lille,fr_ligue_1,18,15,1271,0,0,0,0,0,2,0
Rolando Mandragora,ITA,MF,Fiorentina,it_serie_a,19,12,1065,1,2,3,0,1,5,0
Orel Mangala,BEL,MF,Everton,eng_premier_league,19,14,1261,1,0,1,1,0,2,0
Orel Mangala,BEL,MF,Lyon,fr_ligue_1,1,1,67,0,0,0,0,0,0,0
Ryan Manning,IRL,DF,Southampton,eng_premier_league,16,11,881,0,0,0,0,0,2,0
Javier Manquillo,ESP,DF,Celta Vigo,es_la_liga,10,7,515,0,0,0,0,0,1,0
Johan Manzambi,SUI,"MF,FW",Freiburg,de_bundesliga,4,0,34,0,0,0,0,0,0,0
Alberto Manzoni,ITA,MF,Atalanta,it_serie_a,1,0,6,0,0,0,0,0,0,0
Sekou Mara,FRA,"FW,MF",Strasbourg,fr_ligue_1,20,6,638,1,1,2,1,0,2,0
Alessandro Marcandalli,ITA,DF,Genoa,it_serie_a,2,1,46,0,0,0,0,0,0,0
Alessandro Marcandalli,ITA,DF,Venezia,it_serie_a,3,2,120,0,0,0,0,0,0,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Marcão,BRA,DF,Sevilla,es_la_liga,11,5,462,0,0,0,0,0,6,1
Solly March,ENG,"MF,FW",Brighton,eng_premier_league,4,0,40,0,0,0,0,0,1,0
Filip Marchwiński,POL,MF,Lecce,it_serie_a,1,0,15,0,0,0,0,0,0,0
Óscar de Marcos,ESP,DF,Athletic Club,es_la_liga,21,13,1234,0,4,4,0,0,0,0
Alberto Marí,ESP,FW,Valencia,es_la_liga,1,0,7,0,0,0,0,0,0,0
Pablo Marí,ESP,DF,Monza,it_serie_a,19,19,1628,0,0,0,0,0,4,1
Pablo Marí,ESP,DF,Fiorentina,it_serie_a,3,2,198,0,0,0,0,0,0,0
José María Giménez,URU,DF,Atlético Madrid,es_la_liga,21,16,1564,0,1,1,0,0,4,0
Luca Marianucci,ITA,DF,Empoli,it_serie_a,10,4,394,0,0,0,0,0,0,1
Mirko Marić,CRO,"FW,MF",Monza,it_serie_a,8,1,106,0,0,0,0,0,0,0
Mirko Marić,CRO,FW,Venezia,it_serie_a,5,3,276,0,0,0,0,0,0,0
Arkaitz Mariezkurrena,ESP,"MF,FW",Real Sociedad,es_la_liga,1,0,45,0,0,0,0,0,0,0
Rafa Marín,ESP,DF,Napoli,it_serie_a,1,0,6,0,0,0,0,0,0,0
Pablo Marín,ESP,MF,Real Sociedad,es_la_liga,12,4,467,0,1,1,0,0,1,0
Răzvan Marin,ROU,MF,Cagliari,it_serie_a,25,11,1124,3,2,5,1,2,4,0
Guillermo Maripán,CHI,DF,Torino,it_serie_a,18,17,1440,1,1,2,1,0,0,1
Mika Màrmol,ESP,DF,Las Palmas,es_la_liga,20,18,1544,0,1,1,0,0,4,0
Omar Marmoush,EGY,"MF,FW",Manchester City,eng_premier_league,6,5,390,3,0,3,3,0,0,0
Omar Marmoush,EGY,FW,Eint Frankfurt,de_bundesliga,17,17,1448,15,9,24,13,2,2,0
Mario Maroto,ESP,MF,Valladolid,es_la_liga,1,0,19,0,1,1,0,0,0,0
Marquinhos,BRA,DF,Paris S-G,fr_ligue_1,18,15,1404,1,0,1,1,0,3,0
Unai Marrero,ESP,GK,Real Sociedad,es_la_liga,1,1,90,0,0,0,0,0,0,0
Ange Martial Tia,MLI,MF,Reims,fr_ligue_1,1,0,1,0,0,0,0,0,0,0
Aarón Martín,ESP,DF,Genoa,it_serie_a,27,27,2356,0,4,4,0,0,4,0
Carlos Martín,ESP,"FW,MF",Alavés,es_la_liga,18,12,993,2,2,4,2,0,2,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Gerard Martín,ESP,DF,Barcelona,es_la_liga,16,5,522,1,1,2,1,0,2,0
Iván Martín,ESP,MF,Girona,es_la_liga,23,19,1628,1,1,2,1,0,1,0
Jon Martin,ESP,DF,Real Sociedad,es_la_liga,6,0,297,0,1,1,0,0,1,0
Jonas Martin,FRA,MF,Brest,fr_ligue_1,13,5,459,1,0,1,1,0,2,0
Mario Martín,ESP,MF,Valladolid,es_la_liga,22,15,1357,0,1,1,0,0,7,2
Gabriel Martinelli,BRA,"FW,MF",Arsenal,eng_premier_league,23,16,1491,6,3,9,6,0,1,0
Arnau Martinez,ESP,"DF,MF",Girona,es_la_liga,23,21,1870,2,2,4,2,0,2,0
Emiliano Martínez,ARG,GK,Aston Villa,eng_premier_league,28,28,2430,0,0,0,0,0,2,0
Iñigo Martínez,ESP,DF,Barcelona,es_la_liga,20,20,1780,0,2,2,0,0,3,0
Javi Martínez,ESP,MF,Osasuna,es_la_liga,1,0,6,0,0,0,0,0,0,0
Josep Martinez,ESP,GK,Inter,it_serie_a,3,3,270,0,0,0,0,0,0,0
Lautaro Martínez,ARG,FW,Inter,it_serie_a,26,26,2168,10,3,13,10,0,0,0
Lisandro Martínez,ARG,DF,Manchester Utd,eng_premier_league,20,20,1751,2,1,3,2,0,7,0
Lucas Martínez Quarta,ARG,DF,Fiorentina,it_serie_a,8,4,351,1,0,1,1,0,1,0
Ramón Martínez,ESP,DF,Sevilla,es_la_liga,1,0,6,0,0,0,0,0,0,0
Toni Martínez,ESP,FW,Alavés,es_la_liga,21,7,777,3,0,3,3,0,0,0
Kevin Martins,ITA,"MF,DF",Monza,it_serie_a,9,1,183,0,1,1,0,0,1,0
Javi Martón,ESP,"FW,MF",Athletic Club,es_la_liga,3,0,53,0,0,0,0,0,1,0
Adam Marušić,MNE,DF,Lazio,it_serie_a,26,17,1643,3,0,3,3,0,1,0
Marvin,ESP,"DF,FW",Las Palmas,es_la_liga,12,6,567,0,0,0,0,0,3,0
Omar Mascarell,EQG,MF,Mallorca,es_la_liga,23,16,1484,0,0,0,0,0,4,1
Adam Masina,MAR,DF,Torino,it_serie_a,20,15,1452,1,2,3,1,0,5,0
Patrizio Masini,ITA,MF,Genoa,it_serie_a,16,6,685,1,0,1,1,0,2,0
Giorgos Masouras,GRE,"FW,MF",Bochum,de_bundesliga,5,5,411,2,0,2,2,0,0,0
Erhan Mašović,SRB,DF,Bochum,de_bundesliga,14,10,852,1,1,2,1,0,1,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Han-Noah Massengo,FRA,MF,Auxerre,fr_ligue_1,9,5,467,0,0,0,0,0,1,0
Clinton Mata,ANG,DF,Lyon,fr_ligue_1,22,21,1897,0,3,3,0,0,4,0
Jaime Mata,ESP,FW,Las Palmas,es_la_liga,22,3,469,0,0,0,0,0,6,0
Igor Matanovic,CRO,FW,Eint Frankfurt,de_bundesliga,15,2,303,1,0,1,1,0,0,0
Pape Matar Sarr,SEN,MF,Tottenham,eng_premier_league,27,16,1396,3,2,5,3,0,5,0
Eliot Matazo,BEL,MF,Monaco,fr_ligue_1,3,1,68,0,0,0,0,0,0,0
Jean-Philippe Mateta,FRA,FW,Crystal Palace,eng_premier_league,27,25,2132,12,2,14,10,2,2,0
Nemanja Matić,SRB,MF,Lyon,fr_ligue_1,21,19,1576,0,1,1,0,0,0,0
Chrislain Matsima,FRA,DF,Augsburg,de_bundesliga,21,19,1741,1,0,1,1,0,4,0
Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,de_bundesliga,16,3,397,0,2,2,0,0,2,0
Alan Matturro,URU,DF,Genoa,it_serie_a,10,8,767,0,0,0,0,0,2,0
Azor Matusiwa,NED,MF,Rennes,fr_ligue_1,20,17,1499,0,0,0,0,0,2,0
Neal Maupay,FRA,FW,Marseille,fr_ligue_1,18,12,915,4,4,8,4,0,3,1
Maurides,BRA,FW,St. Pauli,de_bundesliga,1,0,2,0,0,0,0,0,0,0
Stephy Mavididi,ENG,FW,Leicester City,eng_premier_league,26,14,1388,3,1,4,3,0,2,0
Konstantinos Mavropanos,GRE,DF,West Ham,eng_premier_league,24,16,1572,0,0,0,0,0,4,1
Christian Mawissa,FRA,DF,Monaco,fr_ligue_1,15,12,1037,0,0,0,0,0,2,0
Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,de_bundesliga,13,1,214,1,2,3,1,0,1,0
Borja Mayoral,ESP,FW,Getafe,es_la_liga,13,2,515,4,0,4,3,1,0,0
Senny Mayulu,FRA,MF,Paris S-G,fr_ligue_1,13,5,472,1,0,1,1,0,1,0
Noussair Mazraoui,MAR,DF,Manchester Utd,eng_premier_league,28,25,2128,0,1,1,0,0,2,0
Luca Mazzitelli,ITA,MF,Como,it_serie_a,11,3,335,1,1,2,1,0,1,0
Pasquale Mazzocchi,ITA,"DF,FW",Napoli,it_serie_a,16,6,611,0,0,0,0,0,2,0
Samuel Mbangula,BEL,FW,Juventus,it_serie_a,20,7,699,3,3,6,3,0,1,0
Ethan Mbappé,FRA,"MF,FW",Lille,fr_ligue_1,7,1,199,0,0,0,0,0,2,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Kylian Mbappé,FRA,FW,Real Madrid,es_la_liga,25,25,2150,18,3,21,13,5,3,0
Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,fr_ligue_1,5,1,87,0,0,0,0,0,0,0
